#{"t_start": 1753687631.6329482, "env_id": "MiniGrid-MultiRoom-N4-S5-v0"}
r,l,t
24.387845,80,332.781173
21.128108,80,333.244703
13.388474,80,333.747828
14.84263,80,334.265359
18.037128,80,334.787627
20.058413,80,341.610599
20.340558,80,342.06501
22.493,80,342.473744
22.281752,80,342.885822
16.260145,80,343.449392
19.746381,80,343.908782
18.150221,80,344.373906
20.078001,80,344.905988
19.754119,80,345.308427
21.984551,80,345.691776
22.660434,80,346.185971
21.782738,80,346.651436
22.293592,80,347.05565
23.231429,80,347.506516
19.445061,80,347.995035
19.00727,80,348.522673
20.293734,80,349.069494
21.710794,80,349.71402
21.722419,80,350.191365
21.287344,80,350.653334
20.050799,80,351.140313
16.121475,80,351.65785
19.666931,80,352.160377
18.902427,80,352.670599
21.763141,80,353.180735
19.239757,80,353.61039
20.204529,80,360.428818
11.910752,80,360.882585
15.507136,80,361.334586
19.736078,80,361.739518
13.913626,80,362.169752
18.3656,80,362.612111
18.958835,80,363.069025
17.929496,80,363.513923
19.773026,80,363.975772
18.114666,80,364.578759
21.943479,80,365.146897
23.257184,80,365.542672
17.711544,80,366.094882
19.222404,80,366.505166
19.45477,80,366.950662
21.313918,80,367.522706
23.581539,80,368.099552
20.060993,80,368.604314
17.993558,80,369.15313
18.216332,80,369.658053
14.452062,80,370.137279
17.387316,80,370.602744
19.097178,80,371.095772
15.442712,80,371.588069
14.48145,80,372.196787
16.769778,80,372.687639
16.402833,80,379.373349
18.93324,80,379.874628
19.950146,80,380.523209
22.288028,80,380.987211
20.007142,80,381.452337
22.939066,80,381.885117
21.840657,80,382.347024
16.452165,80,382.743461
19.849361,80,383.163875
18.544521,80,383.626662
21.145825,80,384.128053
15.393117,80,384.614682
17.187582,80,385.105071
22.320973,80,385.574827
20.535308,80,386.106322
21.571039,80,386.538787
20.063793,80,387.0125
20.108398,80,387.574279
17.758756,80,388.071433
15.072605,80,388.62113
19.21774,80,389.643407
16.795445,80,390.210564
18.674668,80,390.692794
20.206742,80,391.234171
22.566505,80,391.785211
21.826562,80,398.57743
19.312058,80,398.95365
23.349006,80,399.388302
21.256091,80,399.831367
23.373127,80,400.330583
23.450709,80,400.795897
26.495518,80,401.25205
24.012941,80,401.70441
25.011702,80,402.189139
25.472057,80,402.657292
24.608676,80,403.113735
20.585433,80,403.558829
21.104549,80,404.097696
19.890787,80,404.654682
23.506983,80,405.194728
15.263851,80,405.723183
18.892379,80,406.177007
22.630623,80,406.645363
18.678376,80,407.135931
18.591031,80,407.700458
21.413637,80,408.234831
20.098545,80,408.737884
14.772444,80,409.230462
17.776197,80,409.894975
21.214141,80,410.428632
23.207747,80,410.880052
26.70561,80,417.599576
24.323798,80,418.096064
25.526533,80,418.547302
24.744091,80,419.000124
25.946078,80,419.446742
25.78258,80,419.920022
20.217274,80,420.4419
22.756349,80,420.935805
21.007678,80,421.312034
16.765453,80,421.813807
21.200945,80,422.281255
19.23242,80,422.725452
24.721067,80,423.192393
28.095442,80,423.6903
31.388964,80,424.311013
32.346606,80,424.876738
29.214053,80,425.398273
28.075565,80,425.928983
27.760487,80,426.389661
25.809449,80,426.87063
24.187221,80,427.300388
22.436349,80,427.771066
22.042712,80,428.294826
21.052998,80,428.78428
22.554702,80,429.232077
15.774326,80,435.659299
19.301892,80,436.192549
24.660848,80,436.676268
26.079399,80,437.113133
25.575124,80,437.58689
25.43022,80,438.01862
20.080331,80,438.415293
23.818284,80,438.890116
25.659705,80,439.290889
27.244063,80,439.816524
26.298461,80,440.311168
27.305319,80,440.842251
25.391413,80,441.330292
23.888082,80,441.819304
20.927748,80,442.311403
24.021469,80,442.761968
22.681996,80,443.218951
22.772192,80,443.780943
18.189787,80,444.307936
23.764646,80,444.877904
24.71752,80,445.467779
19.890049,80,446.005625
24.284112,80,446.4699
25.793048,80,446.892964
22.191763,80,447.299488
19.998104,80,447.77057
22.806253,80,454.089626
22.957746,80,454.58768
21.746738,80,455.027722
20.061768,80,455.473975
24.760468,80,455.98434
23.282055,80,456.502397
27.847442,80,457.028201
26.149505,80,457.439948
19.598323,80,457.92642
22.86552,80,458.374336
24.129851,80,458.831113
27.07809,80,459.293521
29.141401,80,459.799038
26.952942,80,460.34238
27.33333,80,460.883038
19.555062,80,461.351016
22.638872,80,461.866313
24.607158,80,462.362638
22.764596,80,462.856527
24.166699,80,463.326401
26.507038,80,463.853658
26.664048,80,464.410426
30.343735,80,464.869613
32.695978,80,465.305569
30.247786,80,465.790428
30.950204,80,466.273178
30.646205,80,472.803729
25.477029,80,473.289679
19.67707,80,473.742598
17.649149,80,474.131723
21.442822,80,474.512243
25.30646,80,474.938195
28.328453,80,475.309313
28.427835,80,475.787287
31.193526,80,476.308046
25.410816,80,476.877869
22.377118,80,477.323313
18.692018,80,477.783427
22.934192,80,478.291246
25.084976,80,478.784913
26.933762,80,479.291024
21.724951,80,479.793741
26.347476,80,480.291387
28.29203,80,480.839453
30.607056,80,481.291029
33.50936,80,481.782991
29.887172,80,482.31851
30.858362,80,482.69567
26.205478,80,483.12919
23.683189,80,483.561241
27.511237,80,483.983531
21.837483,80,490.667427
27.225039,80,491.07047
26.239852,80,491.524776
27.281016,80,491.995915
24.924932,80,492.547208
21.621757,80,493.003239
24.844219,80,493.404861
27.839421,80,493.85069
19.993974,80,494.34735
24.635068,80,494.815672
23.52842,80,495.273746
21.895525,80,495.728197
23.840181,80,496.230533
19.836139,80,496.775792
24.21784,80,497.302282
23.545991,80,497.746481
26.95928,80,498.215089
27.964451,80,498.699776
21.682002,80,499.170984
17.584876,80,499.67384
20.379529,80,500.200303
23.692547,80,500.735576
25.860948,80,501.160096
29.227728,80,501.568461
24.600204,80,502.089729
21.686026,80,502.496493
17.429133,80,509.489098
20.431103,80,509.942364
23.178521,80,510.411865
24.252026,80,510.891462
25.162705,80,511.340135
27.523975,80,511.873255
26.654621,80,512.485562
27.47716,80,513.013407
25.93524,80,513.499562
25.23108,80,514.004093
24.603909,80,514.491641
24.85303,80,514.988715
26.215493,80,515.581924
25.70147,80,516.050673
27.460496,80,516.608596
30.261044,80,517.117218
23.952685,80,517.568588
22.192039,80,518.137326
22.656161,80,518.676892
22.001149,80,519.072041
24.430252,80,519.546184
27.895751,80,519.980093
24.548152,80,520.529104
24.297823,80,520.96242
25.878837,80,521.420384
25.811729,80,527.779162
24.372688,80,528.187618
20.311421,80,528.710661
21.731044,80,529.150079
24.733596,80,529.59786
20.605256,80,530.077776
19.743842,80,530.52263
22.884227,80,530.977282
22.188733,80,531.438954
23.387859,80,531.941653
23.673431,80,532.429598
24.162445,80,532.952745
20.300672,80,533.450302
22.904998,80,533.934659
23.227119,80,534.404583
26.132467,80,534.943177
27.122382,80,535.384019
21.949132,80,535.856759
22.968516,80,536.384094
23.569321,80,536.926466
22.297349,80,537.351313
22.213968,80,537.814428
19.845268,80,538.32815
21.032288,80,538.748154
20.198494,80,539.221629
24.033772,80,539.688988
20.701335,80,546.558145
20.14149,80,546.991403
21.520394,80,547.38986
18.807913,80,547.862659
20.910128,80,548.314229
20.734622,80,548.904091
22.634787,80,549.420463
22.915801,80,549.923836
21.467591,80,550.416248
21.880145,80,550.965423
23.633354,80,551.402374
21.138108,80,551.948599
20.740164,80,552.402976
22.192286,80,552.990595
22.392903,80,553.406199
20.281757,80,553.88993
22.701968,80,554.410365
22.976184,80,554.90317
23.060159,80,555.316149
21.117471,80,555.769243
19.602414,80,556.242259
20.162443,80,556.807962
22.556508,80,557.239573
19.133574,80,557.702682
23.903081,80,558.128075
21.6916,80,558.552493
24.176056,80,565.136835
21.153906,80,565.562143
19.435972,80,566.007393
16.797797,80,566.466671
19.976742,80,566.918535
22.381288,80,567.364039
26.065199,80,567.862898
24.447058,80,568.402237
22.556174,80,568.937894
24.250281,80,569.394046
25.37932,80,569.908138
23.313351,80,570.409608
20.261818,80,570.895667
22.956749,80,571.333344
22.144881,80,571.809669
19.572323,80,572.3353
22.057476,80,572.952429
23.614258,80,573.384602
19.415906,80,573.866482
20.79505,80,574.379671
22.416076,80,575.08017
19.64512,80,575.539473
22.593116,80,576.014375
23.834334,80,576.492059
22.8578,80,577.033138
21.948823,80,583.66708
20.666536,80,584.143276
22.247353,80,584.722155
23.470828,80,585.191474
25.288103,80,585.617786
23.284995,80,586.118931
23.879756,80,586.592921
23.331026,80,587.052913
24.783034,80,587.5183
23.660125,80,588.102507
18.815586,80,588.649036
21.656807,80,589.134638
17.653746,80,589.617426
19.49619,80,590.101371
20.361563,80,590.644466
22.988484,80,591.224131
23.371933,80,591.717827
23.780562,80,592.240895
20.507351,80,592.790112
23.023228,80,593.317079
26.101188,80,593.764577
23.924333,80,594.287674
23.102016,80,594.744637
22.186399,80,595.256769
24.467002,80,595.670628
20.212105,80,596.153447
22.108027,80,602.76317
18.92393,80,603.164768
19.593368,80,603.639385
20.176863,80,604.100583
21.772246,80,604.668109
23.169792,80,605.204727
23.337623,80,605.693615
21.110577,80,606.19832
24.12315,80,606.724339
24.462726,80,607.188169
19.953111,80,607.69074
23.274326,80,608.231993
20.282474,80,608.786677
24.172777,80,609.243526
24.96716,80,609.726609
22.025426,80,610.242426
18.416362,80,610.702852
17.874092,80,611.116235
20.479836,80,611.510699
22.539789,80,611.940757
24.466036,80,612.369158
24.80665,80,612.879347
23.329188,80,613.390326
23.202856,80,613.83777
23.66794,80,614.274746
25.65209,80,621.214563
20.333187,80,621.640666
20.813605,80,622.060246
25.094098,80,622.619099
24.481538,80,623.082513
25.04727,80,623.645052
22.680997,80,624.178176
22.943083,80,624.766133
26.109467,80,625.261897
23.927504,80,625.771056
25.1583,80,626.249567
19.002849,80,626.746129
22.475895,80,627.195793
21.603372,80,627.66315
24.10775,80,628.122128
24.964333,80,628.624108
27.914952,80,629.098768
25.139357,80,629.555068
23.94697,80,630.022576
18.015306,80,630.522123
19.628727,80,630.974576
22.111621,80,631.43062
23.578495,80,631.884618
21.323515,80,632.335211
23.674175,80,632.870366
25.022089,80,633.31977
22.622137,80,640.1048
24.611124,80,640.659476
21.659796,80,641.179777
20.52701,80,641.629991
21.718401,80,642.17904
19.577153,80,642.694795
16.709054,80,643.136883
18.950565,80,643.693003
18.517363,80,644.143553
22.124798,80,644.654622
20.416341,80,645.178705
19.088523,80,645.686101
22.787533,80,646.170266
20.510898,80,646.694776
20.681479,80,647.1238
16.153758,80,647.515644
20.166177,80,647.973041
23.25555,80,648.411391
22.927974,80,648.898158
26.148519,80,649.427603
26.555693,80,649.91588
28.284884,80,650.380327
27.022121,80,650.813321
25.295931,80,651.268758
21.945276,80,651.698386
20.682843,80,652.117243
21.396108,80,659.110412
24.329112,80,659.583218
23.720689,80,660.098815
24.696177,80,660.573124
26.285635,80,661.137529
28.373723,80,661.639413
27.824503,80,662.146708
25.669342,80,662.587451
26.883125,80,663.089055
25.66994,80,663.598303
20.589652,80,664.101043
22.386527,80,664.696225
25.55938,80,665.29147
25.806336,80,665.695627
20.753231,80,666.228446
18.61879,80,666.680622
20.650798,80,667.127611
23.377797,80,667.561577
22.712604,80,668.012485
20.487545,80,668.479756
21.699782,80,669.023138
22.882912,80,669.487051
24.888567,80,669.90274
18.693454,80,670.31278
22.855448,80,670.758551
17.671047,80,677.62974
19.978016,80,678.114503
22.177847,80,678.615537
27.379488,80,679.075699
28.91752,80,679.577782
31.843901,80,680.078183
27.150667,80,680.624786
27.340412,80,681.316131
30.548971,80,681.814072
29.91776,80,682.34272
20.091723,80,682.856416
23.944679,80,683.376182
23.332218,80,683.76628
25.549558,80,684.303095
27.504775,80,684.76599
19.766314,80,685.289225
24.087719,80,685.743557
21.299748,80,686.2702
24.537339,80,687.466803
28.852165,80,688.016727
26.163742,80,688.613033
28.129387,80,689.328286
23.411597,80,689.814317
25.590299,80,690.276885
27.998754,80,690.923082
26.006662,80,691.397289
21.764963,80,699.487362
27.238328,80,699.995856
29.926567,80,700.557158
24.781831,80,701.148646
25.638846,80,701.653889
29.919034,80,702.115951
27.141727,80,702.698107
31.566097,80,703.195627
28.676878,80,703.767393
20.500814,80,704.324263
19.175072,80,704.869224
23.999309,80,705.384481
26.758003,80,705.854044
