#{"t_start": 1753737605.7958145, "env_id": "MiniGrid-MultiRoom-N4-S5-v0"}
r,l,t
56.080099,80,1445.997433
56.131831,80,1446.609748
56.355199,80,1447.16796
56.733388,80,1447.879773
57.894312,80,1448.446908
57.549994,80,1448.921956
57.411343,80,1449.528889
55.130829,80,1466.367116
53.815152,80,1466.976429
53.058356,80,1467.48323
53.972688,80,1467.904927
55.967392,80,1468.450348
55.066959,80,1469.045963
54.842128,80,1469.548209
54.932876,80,1469.986736
54.944734,80,1470.511078
54.692628,80,1471.042881
53.816773,80,1471.611818
55.030305,80,1472.217435
54.045191,80,1472.742703
54.964824,80,1473.268983
54.91321,80,1473.756766
55.705702,80,1474.3032
55.457135,80,1474.904773
54.912154,80,1475.532236
55.753335,80,1476.075319
55.803365,80,1476.685938
55.543251,80,1477.241763
55.832831,80,1477.958107
55.475452,80,1478.581997
55.399402,80,1479.137856
55.163888,80,1479.714566
54.823036,80,1480.173164
51.084476,80,1497.088272
51.182105,80,1497.579808
51.432798,80,1498.029957
51.865129,80,1498.591865
53.119404,80,1499.12622
52.723913,80,1499.579963
52.605866,80,1500.011452
53.238499,80,1500.491234
53.741427,80,1500.994229
52.218155,80,1501.514513
53.057002,80,1502.084955
53.580764,80,1502.610784
52.581995,80,1503.044021
53.309947,80,1503.540665
53.303467,80,1504.004927
53.115474,80,1504.656094
53.486639,80,1505.286735
53.311436,80,1505.787881
53.260703,80,1506.322675
52.693284,80,1506.960238
52.856224,80,1507.524799
53.004477,80,1508.089902
53.541793,80,1508.651019
53.946269,80,1509.193038
53.767292,80,1509.782191
51.217943,80,1526.026159
48.309445,80,1526.587127
49.239668,80,1527.085891
49.958066,80,1527.57857
50.277165,80,1528.119513
49.89093,80,1528.664072
50.134901,80,1529.189203
50.214638,80,1529.757526
50.889369,80,1530.221033
51.103371,80,1530.781069
51.537781,80,1531.372197
51.048448,80,1531.812387
50.13705,80,1532.252537
51.470061,80,1532.778806
50.704704,80,1533.254849
50.732124,80,1533.827621
51.08324,80,1534.309281
51.460999,80,1534.805258
50.423055,80,1535.350737
51.077352,80,1535.916663
50.476885,80,1536.379301
51.114871,80,1536.963544
50.995974,80,1537.502111
50.012951,80,1538.020302
50.280632,80,1538.585981
50.359503,80,1539.13156
46.54634,80,1555.551501
44.925118,80,1556.108718
46.335975,80,1556.730264
47.588099,80,1557.34144
47.860713,80,1557.963961
48.076559,80,1558.574549
48.592236,80,1559.205359
48.058339,80,1559.74396
49.105706,80,1560.316058
48.988523,80,1560.898521
49.269444,80,1561.440811
48.881016,80,1561.92985
48.438521,80,1562.453585
48.401596,80,1563.037136
49.044494,80,1563.567306
48.081335,80,1564.068223
48.189971,80,1564.612602
48.647844,80,1565.166262
49.020176,80,1565.825387
48.850014,80,1566.333626
48.741645,80,1566.921973
48.424033,80,1567.526509
48.567409,80,1567.994609
49.033325,80,1568.485362
48.570254,80,1569.032844
47.368725,80,1585.511526
44.948193,80,1586.027863
44.838074,80,1586.638674
45.791582,80,1587.162885
46.065496,80,1587.751744
46.547355,80,1588.341971
45.906848,80,1588.921181
46.040667,80,1589.550151
46.000206,80,1590.133691
46.422935,80,1590.707093
47.078636,80,1591.238495
45.771522,80,1591.752192
45.967525,80,1592.354571
46.4455,80,1593.067204
47.164995,80,1593.590677
46.877227,80,1594.102075
46.498176,80,1594.613424
46.445559,80,1595.177611
46.597682,80,1595.676953
46.527931,80,1596.260483
45.848322,80,1596.834228
46.520275,80,1597.349533
46.995269,80,1597.829356
46.483186,80,1598.347214
46.164766,80,1598.899597
46.361979,80,1599.490116
45.02691,80,1616.068363
42.286802,80,1616.586443
42.726534,80,1617.10819
43.791238,80,1617.63348
43.22376,80,1618.190707
44.056799,80,1618.850524
43.885654,80,1619.398236
44.061653,80,1619.931966
44.764505,80,1620.504701
43.600341,80,1621.116312
44.249342,80,1621.686514
44.518091,80,1622.226833
43.599194,80,1622.837533
43.800149,80,1623.44044
43.972286,80,1623.940704
43.998656,80,1624.403516
43.766158,80,1625.000671
43.442846,80,1625.507521
43.853279,80,1626.046302
44.185144,80,1626.574773
44.223334,80,1627.07021
43.679095,80,1627.595008
43.758639,80,1628.127428
44.131699,80,1628.62541
44.108396,80,1629.167182
44.323411,80,1629.646561
41.044682,80,1645.883547
41.67246,80,1646.341752
41.528147,80,1646.856762
42.296011,80,1647.422825
41.622045,80,1647.876209
41.475553,80,1648.379675
42.208453,80,1648.904104
41.713267,80,1649.483597
41.92053,80,1650.078467
42.230773,80,1650.626334
41.795487,80,1651.189692
42.175979,80,1651.70961
41.964704,80,1652.262686
42.144015,80,1652.800743
41.827786,80,1653.376266
41.914054,80,1653.978917
41.655255,80,1654.593098
42.20569,80,1655.118492
42.289013,80,1655.73131
41.682297,80,1656.195027
41.788917,80,1656.819871
42.443423,80,1657.35184
42.306289,80,1657.948555
42.023173,80,1658.370628
42.795716,80,1658.861974
40.229609,80,1675.256078
38.95111,80,1675.878054
38.725397,80,1676.318435
39.124457,80,1676.807631
39.475968,80,1677.440926
39.742306,80,1677.960038
39.48506,80,1678.421467
40.20869,80,1678.901724
39.16298,80,1679.424427
39.461022,80,1679.914821
39.765639,80,1680.460776
39.471485,80,1681.117343
39.446798,80,1681.697645
40.052128,80,1682.269358
40.226872,80,1682.820631
39.291864,80,1683.447129
39.660131,80,1684.093817
40.137138,80,1684.658406
39.68556,80,1685.269401
39.015905,80,1685.832772
38.975559,80,1686.357704
39.623738,80,1686.905317
39.815956,80,1687.484006
39.236901,80,1687.996736
39.754232,80,1688.462569
39.48141,80,1688.980141
37.869456,80,1706.214572
36.408057,80,1706.691615
36.665168,80,1707.267471
36.83723,80,1707.842125
37.43896,80,1708.259533
37.613767,80,1708.795282
37.668088,80,1709.339359
37.671653,80,1709.914029
37.436858,80,1710.472667
37.545451,80,1710.990284
37.732524,80,1711.528733
37.861198,80,1711.984936
37.433754,80,1712.521265
37.577594,80,1713.053382
37.934388,80,1713.614651
37.402648,80,1714.136192
37.739867,80,1714.746755
37.289086,80,1715.345759
37.590393,80,1715.970801
37.610122,80,1716.554877
38.279386,80,1717.106674
38.288584,80,1717.595272
37.428928,80,1718.229883
38.221631,80,1718.764668
37.832527,80,1719.415251
37.169097,80,1736.263061
34.32126,80,1736.797327
34.542253,80,1737.361657
35.176608,80,1737.859445
35.569931,80,1738.355923
35.677965,80,1738.882557
35.503984,80,1739.387324
35.854245,80,1739.916494
35.861581,80,1740.514588
35.915393,80,1741.118251
35.763627,80,1741.673896
35.624226,80,1742.192656
35.703318,80,1742.655715
35.630343,80,1743.147423
35.501547,80,1743.719013
35.647654,80,1744.220548
35.475481,80,1744.814886
35.238313,80,1745.373256
35.776962,80,1745.965372
35.790291,80,1746.54084
35.633724,80,1747.13497
35.867383,80,1747.802534
35.905785,80,1748.36839
36.014653,80,1748.919768
36.015595,80,1749.530429
35.80048,80,1750.129552
34.176234,80,1766.881923
32.728515,80,1767.571892
32.835477,80,1768.050116
33.202081,80,1768.532481
33.640227,80,1769.084435
33.927764,80,1769.585643
33.935715,80,1770.107936
34.181248,80,1770.655419
34.011118,80,1771.193032
33.799462,80,1771.640848
33.766791,80,1772.120492
33.789059,80,1772.564714
33.756759,80,1773.093434
33.84993,80,1773.608309
33.969028,80,1774.114809
33.7351,80,1774.569315
33.828142,80,1775.093828
33.946639,80,1775.705876
34.258692,80,1776.234128
33.743998,80,1776.732723
33.873058,80,1777.34177
33.668138,80,1777.918067
